Date,Open,High,Low,Close
8/1/2016 0:00,625.88,627.62,604.92,607.37
8/2/2016 0:00,607.37,613.96,508.48,552.82
8/3/2016 0:00,552.82,576.76,540.3,565.26
8/4/2016 0:00,565.26,583.28,560.74,578.32
8/5/2016 0:00,578.32,579.09,566.07,574.96
8/6/2016 0:00,574.96,589.6,567.57,588.42
8/7/2016 0:00,588.42,598.64,584.45,592.78
8/8/2016 0:00,592.78,593.3,586.92,590.62
8/9/2016 0:00,590.62,590.7,583.83,584.76
8/10/2016 0:00,584.76,599.86,583.09,592.89
8/11/2016 0:00,592.89,597.48,586.33,586.52
8/12/2016 0:00,586.52,589.6,581.86,586.03
8/13/2016 0:00,586.03,589.14,583.62,585.08
8/14/2016 0:00,585.08,585.1,563.8,571.44
8/15/2016 0:00,571.44,574.4,560.2,567.2
8/16/2016 0:00,567.2,580.51,565.45,576.25
8/17/2016 0:00,576.25,578.29,568.48,571.74
8/18/2016 0:00,571.74,576.16,571.34,572.5
8/19/2016 0:00,572.5,575.89,571.54,573.66
8/20/2016 0:00,573.66,582.85,572.74,580.7
8/21/2016 0:00,580.7,583.95,579.2,580.69
8/22/2016 0:00,580.69,586.18,578.45,584.73
8/23/2016 0:00,584.73,586.72,578.11,581.28
8/24/2016 0:00,581.28,581.72,577.07,577.99
8/25/2016 0:00,577.99,578.46,573.09,575.73
8/26/2016 0:00,575.73,578.79,574.61,578.16
8/27/2016 0:00,578.16,578.39,566.45,568.67
8/28/2016 0:00,568.67,573.59,568.1,573.55
8/29/2016 0:00,573.55,575.36,571.37,572.36
8/30/2016 0:00,572.36,577.4,571.23,576
8/31/2016 0:00,576,576.45,570.8,572.33
9/1/2016 0:00,572.33,573.13,568.86,571.69
9/2/2016 0:00,571.69,575.26,569.3,574.15
9/3/2016 0:00,574.15,599.6,572.42,598.38
9/4/2016 0:00,598.38,612.39,595.81,608.92
9/5/2016 0:00,608.92,609.76,600.44,606.03
9/6/2016 0:00,606.03,611.16,604.21,611.07
9/7/2016 0:00,611.07,615.32,607.25,614.79
9/8/2016 0:00,614.79,628.75,613.13,624.95
9/9/2016 0:00,624.95,626,617.54,621.8
9/10/2016 0:00,621.8,624.32,620.34,622.21
9/11/2016 0:00,622.21,628.5,595.43,605.81
9/12/2016 0:00,605.81,606.83,603.08,606.31
9/13/2016 0:00,606.31,608.95,605.17,606.92
9/14/2016 0:00,606.92,609.63,606.33,608.22
9/15/2016 0:00,608.22,608.47,604.66,605.21
9/16/2016 0:00,605.21,608.54,605,606.33
9/17/2016 0:00,606.33,606.83,603.46,605.29
9/18/2016 0:00,605.29,609.35,604.64,608.7
9/19/2016 0:00,608.7,609.74,606.17,608.53
9/20/2016 0:00,608.53,608.72,599.47,599.47
9/21/2016 0:00,599.47,599.47,590.87,595.8
9/22/2016 0:00,595.8,596.93,594.57,595.03
9/23/2016 0:00,595.03,602.12,593.75,601.71
9/24/2016 0:00,601.71,603.54,599.63,601.34
9/25/2016 0:00,601.34,601.98,597.65,599.18
9/26/2016 0:00,599.18,607.34,598.14,606.81
9/27/2016 0:00,606.81,607.55,601.39,604.76
9/28/2016 0:00,604.76,604.79,602.27,603.52
9/29/2016 0:00,603.52,606.02,602.48,605.06
9/30/2016 0:00,605.06,608.59,603.48,608.44
10/1/2016 0:00,608.44,615.09,608.44,613.93
10/2/2016 0:00,613.93,614.28,608.27,610.29
10/3/2016 0:00,610.29,612.61,609.66,612.34
10/4/2016 0:00,612.34,612.37,607.68,609.37
10/5/2016 0:00,609.37,612.78,607.91,610.88
10/6/2016 0:00,610.88,611.61,610.09,610.9
10/7/2016 0:00,610.9,617.27,609.8,616.49
10/8/2016 0:00,616.49,618.46,615.5,616.6
10/9/2016 0:00,616.6,616.6,613.44,614.62
10/10/2016 0:00,614.62,617.42,613.82,617.42
10/11/2016 0:00,617.42,640.9,615.87,639.37
10/12/2016 0:00,639.37,640.15,634.07,635.08
10/13/2016 0:00,635.08,637.79,633.82,635.02
10/14/2016 0:00,635.02,639.24,631.96,638.37
10/15/2016 0:00,638.37,639.98,636.05,637.37
10/16/2016 0:00,637.37,641.15,636.72,639.83
10/17/2016 0:00,639.83,640.84,635.86,636.92
10/18/2016 0:00,636.92,637.8,632.77,635.51
10/19/2016 0:00,635.51,636.36,625.28,628.15
10/20/2016 0:00,628.15,629.64,626.08,628.62
10/21/2016 0:00,628.62,632.3,628.1,630.15
10/22/2016 0:00,630.15,654.56,629.65,652.71
10/23/2016 0:00,652.71,654.8,647.73,649.24
10/24/2016 0:00,649.24,650.04,645.49,648.4
10/25/2016 0:00,648.4,658.87,646.69,652.89
10/26/2016 0:00,652.89,676.54,652.33,674.36
10/27/2016 0:00,674.36,686.73,673.64,686.52
10/28/2016 0:00,686.52,688.3,681.42,688.1
10/29/2016 0:00,688.1,718.73,687.76,712.87
10/30/2016 0:00,712.87,712.87,692.21,696.35
10/31/2016 0:00,696.35,707.44,682.08,697.37
11/1/2016 0:00,697.37,735.83,697.37,729.27
11/2/2016 0:00,729.27,742.46,719.63,742.46
11/3/2016 0:00,742.46,744.89,673.73,687.51
11/4/2016 0:00,687.51,706.3,682.9,702.54
11/5/2016 0:00,702.54,706.42,696.66,704.16
11/6/2016 0:00,704.16,714.56,699.86,712.24
11/7/2016 0:00,712.24,712.24,700.19,704.02
11/8/2016 0:00,704.02,714.07,702,709.15
11/9/2016 0:00,709.15,738.98,707.79,721.19
11/10/2016 0:00,721.19,722.45,707.99,713.67
11/11/2016 0:00,713.67,718.27,713.07,716.56
11/12/2016 0:00,716.56,717.76,703.2,703.55
11/13/2016 0:00,703.55,703.96,686.02,702.5
11/14/2016 0:00,702.5,707.36,698.52,706.39
11/15/2016 0:00,706.39,716.21,705.36,711.96
11/16/2016 0:00,711.96,744.58,709.52,742.07
11/17/2016 0:00,742.07,752.04,735.41,735.41
11/18/2016 0:00,735.41,751.14,731.98,749.68
11/19/2016 0:00,749.68,754.55,740.13,750.63
11/20/2016 0:00,750.63,753.76,713.13,728.61
11/21/2016 0:00,728.61,738.63,728.01,736.72
11/22/2016 0:00,736.72,750.8,732.38,748.22
11/23/2016 0:00,748.22,748.93,732.21,741.6
11/24/2016 0:00,741.6,743.6,727.99,736.4
11/25/2016 0:00,736.4,738.51,728.38,738.28
11/26/2016 0:00,738.28,738.39,724.13,732.82
11/27/2016 0:00,732.82,735.4,727.44,728.42
11/28/2016 0:00,728.42,734.47,728.42,731.75
11/29/2016 0:00,731.75,734.43,728.6,731.76
11/30/2016 0:00,731.76,744.05,730.71,742.01
12/1/2016 0:00,742.01,754.75,741.88,753.25
12/2/2016 0:00,753.25,778.14,753.15,771.41
12/3/2016 0:00,771.41,771.47,757.83,764.97
12/4/2016 0:00,764.97,767.24,761.4,766.46
12/5/2016 0:00,766.46,766.83,745.7,750.71
12/6/2016 0:00,750.71,759.89,750.54,758.81
12/7/2016 0:00,758.81,768.32,752.16,763.9
12/8/2016 0:00,763.9,771.42,761.46,766.75
12/9/2016 0:00,766.75,772.47,766.27,770.41
12/10/2016 0:00,770.41,775.09,770.25,773.21
12/11/2016 0:00,773.21,773.31,763.32,768.62
12/12/2016 0:00,768.62,779.35,768.62,777.91
12/13/2016 0:00,777.91,788.49,766.9,775.25
12/14/2016 0:00,775.25,779.6,771.39,776.64
12/15/2016 0:00,776.64,778.22,774.94,775.48
12/16/2016 0:00,775.48,781.54,772.77,780.85
12/17/2016 0:00,780.85,790.84,780.7,788.58
12/18/2016 0:00,788.58,790.09,785.24,788.59
12/19/2016 0:00,788.59,792.28,788.57,790.16
12/20/2016 0:00,790.16,800.46,788.45,798.78
12/21/2016 0:00,798.78,833.3,797.46,833.1
12/22/2016 0:00,833.1,874.1,829.84,858.74
12/23/2016 0:00,858.74,918.95,858.62,916.79
12/24/2016 0:00,916.79,917.55,883.27,894.2
12/25/2016 0:00,894.2,896.14,858.04,894.48
12/26/2016 0:00,894.48,909.85,893.62,902.55
12/27/2016 0:00,902.55,938.13,900.03,931.11
12/28/2016 0:00,931.11,978.01,931.11,978.01
12/29/2016 0:00,978.01,982.87,949.62,969.62
12/30/2016 0:00,969.62,969.62,928.99,960.47
12/31/2016 0:00,960.47,968.23,945.74,968.23
1/1/2017 0:00,968.23,1003.25,962.58,997.69
1/2/2017 0:00,997.69,1034.1,996.44,1018.05
1/3/2017 0:00,1018.05,1036.14,1013.38,1030.82
1/4/2017 0:00,1030.82,1141.16,1030.82,1129.87
1/5/2017 0:00,1129.87,1153.02,887.46,1005.81
1/6/2017 0:00,1005.81,1029.17,867.16,895.67
1/7/2017 0:00,895.67,906.04,816.36,905.17
1/8/2017 0:00,905.17,942.06,888.2,913.52
1/9/2017 0:00,913.52,913.52,878.1,899.35
1/10/2017 0:00,899.35,914.02,897.57,904.79
1/11/2017 0:00,904.79,919.56,752.11,775.98
1/12/2017 0:00,775.98,828.09,746.68,802.83
1/13/2017 0:00,802.83,829.81,774.36,826.12
1/14/2017 0:00,826.12,839.23,810.64,818.64
1/15/2017 0:00,818.64,823.16,810.01,822.42
1/16/2017 0:00,822.42,834.7,820.05,830.26
1/17/2017 0:00,830.26,908.13,828.58,904.45
1/18/2017 0:00,904.45,914.8,848.61,884.25
1/19/2017 0:00,884.25,905.42,879.59,898.02
1/20/2017 0:00,898.02,899.38,882.3,891.62
1/21/2017 0:00,891.62,927.24,891.09,920.01
1/22/2017 0:00,920.01,939.27,893.01,925.33
1/23/2017 0:00,925.33,927,912.69,912.69
1/24/2017 0:00,912.69,922.15,884.79,885.65
1/25/2017 0:00,885.65,902.73,885.65,894.11
1/26/2017 0:00,894.11,919.13,894.02,915.1
1/27/2017 0:00,915.1,921.57,909.4,918.56
1/28/2017 0:00,918.56,921.59,917.5,920.28
1/29/2017 0:00,920.28,922.06,914,914.04
1/30/2017 0:00,914.04,921.58,912.95,920.24
1/31/2017 0:00,920.24,970.19,920.24,967.67
2/1/2017 0:00,967.67,987.35,964.41,987.35
2/2/2017 0:00,987.35,1010.08,977.52,1007.79
2/3/2017 0:00,1007.79,1024.14,995.87,1018.11
2/4/2017 0:00,1018.11,1040.09,1004.38,1033.65
2/5/2017 0:00,1033.65,1033.65,1006.52,1013.99
2/6/2017 0:00,1013.99,1030.4,1012.9,1024.61
2/7/2017 0:00,1024.61,1054.73,1023.99,1052.54
2/8/2017 0:00,1052.54,1069.99,1018.19,1054.34
2/9/2017 0:00,1054.34,1077.76,942.45,988.95
2/10/2017 0:00,988.95,1000.99,954.28,993.08
2/11/2017 0:00,993.08,1016,987.81,1010
2/12/2017 0:00,1010,1010,997.46,999.51
2/13/2017 0:00,999.51,1007.28,976.29,996.86
2/14/2017 0:00,996.86,1016.44,987.33,1009.25
2/15/2017 0:00,1009.25,1011.33,1001,1009.12
2/16/2017 0:00,1009.12,1039.85,1008.79,1034.08
2/17/2017 0:00,1034.08,1058.27,1027.99,1053.12
2/18/2017 0:00,1053.12,1066.84,1050.71,1058.41
2/19/2017 0:00,1058.41,1061.32,1045.31,1052.82
2/20/2017 0:00,1052.82,1084.5,1045.8,1083.24
2/21/2017 0:00,1083.24,1126.49,1078.02,1123.66
2/22/2017 0:00,1123.66,1135.86,1101.9,1122.19
2/23/2017 0:00,1122.19,1186.33,1119.41,1178.38
2/24/2017 0:00,1178.38,1206.6,1101.38,1180.92
2/25/2017 0:00,1180.92,1184.18,1126.26,1151.58
2/26/2017 0:00,1151.58,1183.35,1133.23,1179.97
2/27/2017 0:00,1179.97,1196.8,1173.09,1194.28
2/28/2017 0:00,1194.28,1210.16,1176.9,1190.89
3/1/2017 0:00,1190.89,1230.02,1187.33,1230.02
3/2/2017 0:00,1230.02,1284.33,1216.03,1260.92
3/3/2017 0:00,1260.92,1293.47,1258.49,1290.79
3/4/2017 0:00,1290.79,1290.79,1239.57,1267.68
3/5/2017 0:00,1267.68,1277.88,1245.91,1277.68
3/6/2017 0:00,1277.68,1285.18,1268.81,1280.87
3/7/2017 0:00,1280.87,1282.44,1188.17,1232.43
3/8/2017 0:00,1232.43,1239.75,1145.89,1150.48
3/9/2017 0:00,1150.48,1208.64,1135.09,1191.81
3/10/2017 0:00,1191.81,1325.81,1022.68,1117.02
3/11/2017 0:00,1117.02,1200.38,1112.14,1181.64
3/12/2017 0:00,1181.64,1237.78,1178.07,1229.5
3/13/2017 0:00,1229.5,1247.26,1216.21,1243.24
3/14/2017 0:00,1243.24,1257.8,1227.11,1246.31
3/15/2017 0:00,1246.31,1260.42,1245.1,1259.6
3/16/2017 0:00,1259.6,1260.63,1132.45,1172.91
3/17/2017 0:00,1172.91,1172.91,1066.8,1070.13
3/18/2017 0:00,1070.13,1096.88,944.11,970.6
3/19/2017 0:00,970.6,1058.91,970.6,1017.8
3/20/2017 0:00,1017.8,1052.21,1014.9,1041.34
3/21/2017 0:00,1041.34,1119.07,1041.3,1115.04
3/22/2017 0:00,1115.04,1115.17,990.7,1037.44
3/23/2017 0:00,1037.44,1053.24,1016.83,1029.95
3/24/2017 0:00,1029.95,1032.34,925.78,935.95
3/25/2017 0:00,935.95,972.27,891.51,964.69
3/26/2017 0:00,964.69,998.56,946.52,965.23
3/27/2017 0:00,965.23,1042.9,958.77,1040.49
3/28/2017 0:00,1040.49,1064.52,1017.17,1044.25
3/29/2017 0:00,1044.25,1056.9,1010.05,1040.39
3/30/2017 0:00,1040.39,1051.85,1023.19,1037.53
3/31/2017 0:00,1037.53,1087.73,1037.52,1079.75
4/1/2017 0:00,1079.75,1103.53,1069.78,1089.51
4/2/2017 0:00,1089.51,1111.24,1077.59,1098.78
4/3/2017 0:00,1098.78,1155.71,1098.77,1147.63
4/4/2017 0:00,1147.63,1161.36,1125.83,1143.75
4/5/2017 0:00,1143.75,1145.82,1113.08,1135
4/6/2017 0:00,1135,1202.82,1135,1190.6
4/7/2017 0:00,1190.6,1202.04,1176.37,1193.02
4/8/2017 0:00,1193.02,1196.94,1170.58,1184.82
4/9/2017 0:00,1184.82,1218.24,1178.4,1210.05
4/10/2017 0:00,1210.05,1219.06,1202.78,1213.34
4/11/2017 0:00,1213.34,1232.15,1204.36,1224.77
4/12/2017 0:00,1224.77,1228.26,1213.65,1216.5
4/13/2017 0:00,1216.5,1222.26,1154.9,1178.53
4/14/2017 0:00,1178.53,1197.39,1169.89,1183.44
4/15/2017 0:00,1183.44,1199.71,1178.35,1180.7
4/16/2017 0:00,1180.7,1190.96,1178.09,1184.79
4/17/2017 0:00,1184.79,1206.9,1181.78,1203.73
4/18/2017 0:00,1203.73,1222.36,1203.39,1217.6
4/19/2017 0:00,1217.6,1228.5,1209.18,1226.94
4/20/2017 0:00,1226.94,1262.85,1220.45,1255.4
4/21/2017 0:00,1255.4,1275.05,1247.79,1257.13
4/22/2017 0:00,1257.13,1259.06,1220,1244.37
4/23/2017 0:00,1244.37,1250.45,1230.68,1248.22
4/24/2017 0:00,1248.22,1250.47,1238.11,1248.32
4/25/2017 0:00,1248.32,1270.73,1248.19,1263.54
4/26/2017 0:00,1263.54,1307.28,1263.49,1284.84
4/27/2017 0:00,1284.84,1335.56,1283.31,1329.19
4/28/2017 0:00,1329.19,1343.59,1282.93,1320.05
4/29/2017 0:00,1320.05,1333.37,1311.25,1327.04
4/30/2017 0:00,1327.04,1352.15,1308.74,1347.96
5/1/2017 0:00,1347.96,1426.63,1346.27,1402.08
5/2/2017 0:00,1402.08,1466.88,1397.06,1443.68
5/3/2017 0:00,1443.68,1494.53,1431.18,1492
5/4/2017 0:00,1492,1594.63,1442.73,1515.63
5/5/2017 0:00,1515.63,1591.97,1491.67,1512.21
5/6/2017 0:00,1512.21,1552.44,1512.11,1548.29
5/7/2017 0:00,1548.29,1560.01,1525.89,1555.47
5/8/2017 0:00,1555.47,1639.43,1555.47,1639.32
5/9/2017 0:00,1639.32,1753.59,1615.63,1706.93
5/10/2017 0:00,1706.93,1782.89,1690.4,1756.8
5/11/2017 0:00,1756.8,1848.75,1732.13,1807.37
5/12/2017 0:00,1807.37,1808.55,1644.64,1676.99
5/13/2017 0:00,1676.99,1759.96,1587.69,1759.96
5/14/2017 0:00,1759.96,1799.65,1740.2,1772.42
5/15/2017 0:00,1772.42,1773.49,1652.16,1697.38
5/16/2017 0:00,1697.38,1737.34,1657.11,1718.2
5/17/2017 0:00,1718.2,1823.55,1688.49,1802.16
