Date,Open,High,Low,Close
5/18/2017 0:00,1802.16,1893.63,1794.92,1887.33
5/19/2017 0:00,1887.33,1973.01,1887.15,1968.1
5/20/2017 0:00,1968.1,2061.88,1964.97,2051.73
5/21/2017 0:00,2051.73,2092.54,2001.14,2055.62
5/22/2017 0:00,2055.62,2289.21,2045.79,2139.03
5/23/2017 0:00,2139.03,2297.56,2134.64,2291.48
5/24/2017 0:00,2291.48,2524.83,2291.48,2476.3
5/25/2017 0:00,2476.3,2791.69,2298.49,2357.5
5/26/2017 0:00,2357.5,2639.9,2067.1,2247.48
5/27/2017 0:00,2247.48,2329.37,1908.99,2106.31
5/28/2017 0:00,2106.31,2320.82,2106.31,2207.58
5/29/2017 0:00,2207.58,2339.72,2135.61,2289.87
5/30/2017 0:00,2289.87,2329.64,2152.92,2197.23
5/31/2017 0:00,2197.23,2351.24,2162.23,2330.23
6/1/2017 0:00,2330.23,2489.98,2330.23,2452.18
6/2/2017 0:00,2452.18,2517.41,2418.32,2517.41
6/3/2017 0:00,2517.41,2593.64,2448.04,2555.65
6/4/2017 0:00,2555.65,2577.83,2494.29,2552.81
6/5/2017 0:00,2552.81,2736.59,2551.55,2736.59
6/6/2017 0:00,2736.59,2967.48,2732.99,2914.08
6/7/2017 0:00,2914.08,2922.7,2629.53,2694.22
6/8/2017 0:00,2694.22,2828.48,2625.08,2825.03
6/9/2017 0:00,2825.03,2874.7,2794.06,2826.7
6/10/2017 0:00,2826.7,2942.46,2821.52,2942.34
6/11/2017 0:00,2942.34,3025.47,2894.01,3018.54
6/12/2017 0:00,3018.54,3020.27,2525.24,2682.59
6/13/2017 0:00,2682.59,2802.95,2678.76,2738.93
6/14/2017 0:00,2738.93,2828.88,2385.03,2494.48
6/15/2017 0:00,2494.48,2553.68,2185.96,2456.92
6/16/2017 0:00,2456.92,2559.19,2366.49,2528.1
6/17/2017 0:00,2528.1,2707.06,2462.16,2664
6/18/2017 0:00,2664,2689.54,2522.32,2576.17
6/19/2017 0:00,2576.17,2642.28,2555.1,2641.66
6/20/2017 0:00,2641.66,2822.63,2636.06,2778.83
6/21/2017 0:00,2778.83,2828.94,2661.42,2712.16
6/22/2017 0:00,2712.16,2768.76,2637.22,2740.79
6/23/2017 0:00,2740.79,2813.31,2709.76,2738.22
6/24/2017 0:00,2738.22,2790.33,2564,2619.12
6/25/2017 0:00,2619.12,2713.9,2495.97,2594.45
6/26/2017 0:00,2594.45,2658,2387.64,2485.36
6/27/2017 0:00,2485.36,2593.17,2332.6,2593.17
6/28/2017 0:00,2593.17,2619.24,2490.21,2584.56
6/29/2017 0:00,2584.56,2623.31,2530.12,2561.56
6/30/2017 0:00,2561.56,2632.11,2485.55,2499.98
7/1/2017 0:00,2499.98,2547.05,2442.83,2460.2
7/2/2017 0:00,2460.2,2541.99,2396.01,2529.78
7/3/2017 0:00,2529.78,2620.29,2504.36,2581.07
7/4/2017 0:00,2581.07,2659.79,2580.7,2625.07
7/5/2017 0:00,2625.07,2648.68,2560.85,2629.27
7/6/2017 0:00,2629.27,2638.1,2591.98,2619.11
7/7/2017 0:00,2619.11,2622.19,2492.33,2521.24
7/8/2017 0:00,2521.24,2590.55,2482.77,2579.93
7/9/2017 0:00,2579.93,2590.75,2522.24,2525.67
7/10/2017 0:00,2525.67,2544.96,2314.08,2371.96
7/11/2017 0:00,2371.96,2428.16,2292.84,2332.19
7/12/2017 0:00,2332.19,2438.48,2272.32,2423.16
7/13/2017 0:00,2423.16,2450.99,2336.67,2364.52
7/14/2017 0:00,2364.52,2376.43,2171.81,2232.65
7/15/2017 0:00,2232.65,2238.66,1990.69,1993.26
7/16/2017 0:00,1993.26,2073.79,1836.92,1938.94
7/17/2017 0:00,1938.94,2244.26,1938.73,2244.26
7/18/2017 0:00,2244.26,2407.19,2169.64,2327.9
7/19/2017 0:00,2327.9,2413.48,2243.98,2294.4
7/20/2017 0:00,2294.4,2948.51,2276.15,2877.39
7/21/2017 0:00,2877.39,2889.42,2621.23,2694.29
7/22/2017 0:00,2694.29,2875.78,2678.04,2838.81
7/23/2017 0:00,2838.81,2860.3,2670.76,2762.63
7/24/2017 0:00,2762.63,2813.97,2720.71,2779.04
7/25/2017 0:00,2779.04,2824,2485.18,2591.22
7/26/2017 0:00,2591.22,2633.03,2433.83,2550.18
7/27/2017 0:00,2550.18,2715.69,2541.71,2697.47
7/28/2017 0:00,2697.47,2833.24,2682.87,2805.18
7/29/2017 0:00,2805.18,2809.03,2681.55,2720.08
7/30/2017 0:00,2720.08,2753.33,2615.81,2746.33
7/31/2017 0:00,2746.33,2908.29,2706.82,2873.83
8/1/2017 0:00,2873.83,2925.03,2680.85,2735.59
8/2/2017 0:00,2735.59,2772.56,2675.68,2723.58
8/3/2017 0:00,2723.58,2824.38,2715.49,2814.36
8/4/2017 0:00,2814.36,2897.79,2797.12,2883.68
8/5/2017 0:00,2883.68,3360.87,2881.85,3301.76
8/6/2017 0:00,3301.76,3330.34,3190.19,3255
8/7/2017 0:00,3255,3451.85,3222.91,3431.97
8/8/2017 0:00,3431.97,3538.04,3357.39,3453.16
8/9/2017 0:00,3453.16,3460.54,3280.32,3377.54
8/10/2017 0:00,3377.54,3481.09,3353.42,3445.28
8/11/2017 0:00,3445.28,3754.62,3427.01,3679.61
8/12/2017 0:00,3679.61,4009.89,3639.77,3917.65
8/13/2017 0:00,3917.65,4225.4,3890,4111.2
8/14/2017 0:00,4111.2,4384.05,4031.85,4382.74
8/15/2017 0:00,4382.74,4483.55,3892.72,4204.43
8/16/2017 0:00,4204.43,4434.41,3985.23,4425.3
8/17/2017 0:00,4425.3,4522.13,4235.79,4316.34
8/18/2017 0:00,4316.34,4407.8,4040.05,4159.46
8/19/2017 0:00,4159.46,4248.04,4033.54,4206.13
8/20/2017 0:00,4206.13,4227.09,4101.06,4111.22
8/21/2017 0:00,4111.22,4353.42,3964.77,4054.94
8/22/2017 0:00,4054.94,4217.67,3687.28,4137.67
8/23/2017 0:00,4137.67,4447.89,4066.62,4191.22
8/24/2017 0:00,4191.22,4400.75,4153.8,4362.47
8/25/2017 0:00,4362.47,4496.29,4311.8,4408.32
8/26/2017 0:00,4408.32,4441.48,4285.73,4387.46
8/27/2017 0:00,4387.46,4456.11,4321.57,4394.51
8/28/2017 0:00,4394.51,4475.7,4221.44,4439.66
8/29/2017 0:00,4439.66,4703.42,4365.7,4648.13
8/30/2017 0:00,4648.13,4707.55,4545.54,4630.73
8/31/2017 0:00,4630.73,4802.74,4629.78,4764.87
9/1/2017 0:00,4764.87,4950.72,4726.74,4950.72
9/2/2017 0:00,4950.72,5013.91,4529.37,4643.97
9/3/2017 0:00,4643.97,4749.03,4481.52,4631.69
9/4/2017 0:00,4631.69,4636.31,4167.53,4319.72
9/5/2017 0:00,4319.72,4494.53,4037.5,4422.12
9/6/2017 0:00,4422.12,4666.47,4421.53,4626.72
9/7/2017 0:00,4626.72,4691.98,4506.66,4638.1
9/8/2017 0:00,4638.1,4698.73,4151.64,4317.54
9/9/2017 0:00,4317.54,4394.52,4161.97,4291.88
9/10/2017 0:00,4291.88,4302.2,3976.46,4191.17
9/11/2017 0:00,4191.17,4334.51,4108.47,4188.84
9/12/2017 0:00,4188.84,4368.22,4067.41,4148.27
9/13/2017 0:00,4148.27,4152.07,3766.36,3874.26
9/14/2017 0:00,3874.26,3923.98,3209.44,3226.41
9/15/2017 0:00,3226.41,3761.18,2951.15,3686.9
9/16/2017 0:00,3686.9,3874.63,3551.76,3678.74
9/17/2017 0:00,3678.74,3784.11,3484.8,3672.57
9/18/2017 0:00,3672.57,4077.22,3672.57,4067.08
9/19/2017 0:00,4067.08,4080.5,3847.35,3897
9/20/2017 0:00,3897,4021.46,3826.36,3858.09
9/21/2017 0:00,3858.09,3890.98,3584.59,3612.68
9/22/2017 0:00,3612.68,3748.7,3519.07,3603.31
9/23/2017 0:00,3603.31,3810.54,3573.24,3777.29
9/24/2017 0:00,3777.29,3777.92,3627.53,3662.12
9/25/2017 0:00,3662.12,3970.26,3662.12,3927.5
9/26/2017 0:00,3927.5,3968.54,3865.23,3895.51
9/27/2017 0:00,3895.51,4228.08,3891.22,4208.56
9/28/2017 0:00,4208.56,4278.78,4134.75,4185.29
9/29/2017 0:00,4185.29,4227.44,4027.04,4164.1
9/30/2017 0:00,4164.1,4358.4,4157.23,4353.05
10/1/2017 0:00,4353.05,4395.23,4261.35,4394.64
10/2/2017 0:00,4394.64,4462.01,4376.08,4404.1
10/3/2017 0:00,4404.1,4429.32,4246.29,4320.09
10/4/2017 0:00,4320.09,4345.28,4189.57,4225.92
10/5/2017 0:00,4225.92,4355.89,4150.76,4322.75
10/6/2017 0:00,4322.75,4417.45,4303.48,4370.24
10/7/2017 0:00,4370.24,4461.66,4330.28,4437.03
10/8/2017 0:00,4437.03,4606.18,4419.19,4596.96
10/9/2017 0:00,4596.96,4870.04,4554.03,4772.97
10/10/2017 0:00,4772.97,4909.18,4728.41,4754.7
10/11/2017 0:00,4754.7,4882.69,4726.28,4830.77
10/12/2017 0:00,4830.77,5439.13,4809.93,5439.13
10/13/2017 0:00,5439.13,5856.1,5396.23,5640.13
10/14/2017 0:00,5640.13,5814.23,5570.04,5809.69
10/15/2017 0:00,5809.69,5844.77,5439.98,5697.39
10/16/2017 0:00,5697.39,5789.79,5569.31,5754.22
10/17/2017 0:00,5754.22,5769.51,5520.48,5595.23
10/18/2017 0:00,5595.23,5599.56,5109.7,5572.2
10/19/2017 0:00,5572.2,5735.15,5519.99,5699.58
10/20/2017 0:00,5699.58,6064.14,5611.12,5984.09
10/21/2017 0:00,5984.09,6183.98,5886.65,6013.23
10/22/2017 0:00,6013.23,6068.08,5733.02,5984.96
10/23/2017 0:00,5984.96,6050.2,5653.73,5895.3
10/24/2017 0:00,5895.3,5895.3,5463.44,5518.85
10/25/2017 0:00,5518.85,5751.68,5374.6,5733.9
10/26/2017 0:00,5733.9,5978.04,5691.05,5888.14
10/27/2017 0:00,5888.14,5995.93,5691.76,5767.68
10/28/2017 0:00,5767.68,5875.9,5667.35,5732.82
10/29/2017 0:00,5732.82,6306.58,5690.11,6140.53
10/30/2017 0:00,6140.53,6218.49,6026.69,6121.8
10/31/2017 0:00,6121.8,6458.27,6089.47,6447.67
11/1/2017 0:00,6447.67,6750.17,6357.91,6750.17
11/2/2017 0:00,6750.17,7355.35,6745.96,7030
11/3/2017 0:00,7030,7454.04,6942.29,7161.45
11/4/2017 0:00,7161.45,7503.72,6994.88,7387
11/5/2017 0:00,7387,7601.53,7297.58,7382.45
11/6/2017 0:00,7382.45,7423.06,6932.43,6958.21
11/7/2017 0:00,6958.21,7221.54,6958.21,7118.8
11/8/2017 0:00,7118.8,7879.06,7078.96,7458.79
11/9/2017 0:00,7458.79,7471.88,7058.35,7146.78
11/10/2017 0:00,7146.78,7330.06,6422.97,6570.31
11/11/2017 0:00,6570.31,6827.72,6198.56,6337
11/12/2017 0:00,6337,6466.46,5507.29,5857.32
11/13/2017 0:00,5857.32,6766.81,5823.86,6517.68
11/14/2017 0:00,6517.68,6727.76,6442.4,6598.77
11/15/2017 0:00,6598.77,7336.8,6598.77,7279
11/16/2017 0:00,7279,7983.72,7122.46,7843.94
11/17/2017 0:00,7843.94,7998.4,7541.04,7689.91
11/18/2017 0:00,7689.91,7848.94,7460.11,7776.94
11/19/2017 0:00,7776.94,8101.91,7678.37,8033.94
11/20/2017 0:00,8033.94,8286.17,7940.87,8238.2
11/21/2017 0:00,8238.2,8362.3,7818.5,8095.59
11/22/2017 0:00,8095.59,8294.49,8074.53,8230.69
11/23/2017 0:00,8230.69,8268.32,8002.64,8002.64
11/24/2017 0:00,8002.64,8333.17,7892.68,8201.46
11/25/2017 0:00,8201.46,8773.9,8156.75,8763.78
11/26/2017 0:00,8763.78,9484.91,8757.36,9326.59
11/27/2017 0:00,9326.59,9739.05,9326.59,9739.05
11/28/2017 0:00,9739.05,9969.12,9645.88,9908.23
11/29/2017 0:00,9908.23,11377.33,9290.3,9816.35
11/30/2017 0:00,9816.35,10681.85,9021.85,9916.54
12/1/2017 0:00,9916.54,10934,9421.46,10859.56
12/2/2017 0:00,10859.56,11156.14,10000,10895.01
12/3/2017 0:00,10895.01,11831.51,10000,11180.89
12/4/2017 0:00,11180.89,11616.85,10000,11616.85
12/5/2017 0:00,11616.85,11860.24,10000,11696.06
12/6/2017 0:00,11696.06,13810.72,10000,13708.99
12/7/2017 0:00,13708.99,17364.56,10000,16858.02
12/8/2017 0:00,16858.02,17153.94,10000,16057.14
12/9/2017 0:00,16057.14,16291.68,10000,14913.4
12/10/2017 0:00,14913.4,15740.25,10000,15036.96
12/11/2017 0:00,15036.96,17383.46,10000,16699.68
12/12/2017 0:00,16699.68,17631.42,10000,17178.1
12/13/2017 0:00,17178.1,17319.92,17178.1,17327.12
12/13/2017 0:15,17327.12,17353.1,17320.64,17364.06
12/13/2017 0:30,17364.06,17383.34,17350.11,17350.59
12/13/2017 0:45,17350.59,17384.56,17328.97,17362.86
12/13/2017 1:00,17362.86,17380.13,17312.18,17320.27
12/13/2017 1:15,17320.27,17320.27,17224.22,17217.76
12/13/2017 1:30,17217.76,17250.03,17078.31,17138.75
12/13/2017 1:45,17138.75,17235.97,17138.75,17188.1
12/13/2017 2:00,17188.1,17253.38,17112.7,17075.25
12/13/2017 2:15,17075.25,17075.25,16983.59,16977.93
12/13/2017 2:30,16977.93,16977.93,16767.62,16725.91
12/13/2017 2:45,16725.91,16725.91,16417.16,16665.11
12/13/2017 3:00,16665.11,16835.77,16637.45,16773.85
12/13/2017 3:15,16773.85,16773.85,16629.47,16672.4
12/13/2017 3:30,16672.4,16798.93,16659.75,16785.76
12/13/2017 3:45,16785.76,16786.64,16645.68,16678.29
12/13/2017 4:00,16678.29,16678.29,16514.39,16496.86
12/13/2017 4:15,16496.86,16496.86,16463.27,16489.39
12/13/2017 4:30,16489.39,16665.41,16487.26,16647.42
12/13/2017 4:45,16647.42,16660.88,16597.97,16667.63
12/13/2017 5:00,16667.63,16929.31,16667.63,16923.11
12/13/2017 5:15,16923.11,16923.11,16889.77,16931.87
12/13/2017 5:30,16931.87,16962.95,16930.64,16930.92
12/13/2017 5:45,16930.92,16931.27,16888.92,16908.31
12/13/2017 6:00,16908.31,16908.31,16795.09,16826.56
12/13/2017 6:15,16826.56,16832.52,16794,16773.09
12/13/2017 6:30,16773.09,16782.67,16739.42,16777.58
12/13/2017 6:45,16777.58,16844.01,16777.58,16844.86
12/13/2017 7:00,16844.86,16857.43,16807.42,16817.84
12/13/2017 7:15,16817.84,16819.75,16753.02,16795.45
12/13/2017 7:30,16795.45,16809.98,16766.76,16770.28
12/13/2017 7:45,16770.28,16819.36,16767.97,16789.91
12/13/2017 8:00,16789.91,16794.66,16766.31,16780.01
12/13/2017 8:15,16780.01,16780.01,16726.79,16742.65
12/13/2017 8:30,16742.65,16879.95,16742.65,16881.46
12/13/2017 8:45,16881.46,16891.39,16865.64,16863.9
12/13/2017 9:00,16863.9,16870.61,16789.3,16784.36
12/13/2017 9:15,16784.36,16829.11,16779.32,16828.36
12/13/2017 9:30,16828.36,16842.98,16827.15,16851.12
12/13/2017 9:45,16851.12,16872.03,16832.15,16865.02
12/13/2017 10:00,16865.02,16898.51,16863.13,16907.1
12/13/2017 10:15,16907.1,16917.5,16866.77,16869.21
12/13/2017 10:30,16869.21,16874.74,16816.29,16879.09
12/13/2017 10:45,16879.09,16894.31,16846.99,16855.67
12/13/2017 11:00,16855.67,16883.08,16818.38,16883.57
12/13/2017 11:15,16883.57,16883.57,16835.94,16846.38
12/13/2017 11:30,16846.38,16847.02,16827.2,16842.25
12/13/2017 11:45,16842.25,16846.91,16829.76,16837.03
12/13/2017 12:00,16837.03,17111.92,16837.03,17076.06
12/13/2017 12:15,17076.06,17187.55,17065.09,17170.87
12/13/2017 12:30,17170.87,17269.55,17134.87,17267.25
12/13/2017 12:45,17267.25,17335.73,17188.39,17204.74
12/13/2017 13:00,17204.74,17209.09,17126.62,17214.6
12/13/2017 13:15,17214.6,17289.74,17214.6,17249.13
12/13/2017 13:30,17249.13,17249.13,17175.81,17189.44
12/13/2017 13:45,17189.44,17208.98,17131.65,17136.15
12/13/2017 14:00,17136.15,17164.41,17134.24,17178.17
12/13/2017 14:15,17178.17,17267.41,17178.17,17190.77
12/13/2017 14:30,17190.77,17190.92,17163.47,17173.1
12/13/2017 14:45,17173.1,17185.96,17090.58,17125.3
12/13/2017 15:00,17125.3,17180.75,17125.3,17180.75
,,,,
This data was produced from the CoinDesk price page.,,,,
http://www.coindesk.com/price/,,,,
